Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
3254,-0.965352508,2.03829516,1.072836739,2.76986919,-0.04859411,-0.219931799,1.055048277,0.051954679,-2.219979925,0.545165575,-0.434034386,0.188880643,1.261686775,0.531910976,0.85487126,-0.351606362,0.266014373,-0.241992504,0.957426168,0.047509671,0.121956457,0.228293429,-0.29468726,0.449396977,0.474091137,0.327527468,-0.302131111,-0.010766496,67.46,0
3254,-0.580927902,0.232184524,1.349773762,1.704254376,3.932330648,-3.130822091,-4.436053004,-1.702888184,-0.192494754,0.947778933,0.534489383,1.459094779,0.590644733,0.904826847,1.372066609,-1.23005844,0.817022923,-1.335382979,-0.109830951,-0.62471987,1.644914604,-1.14730273,-7.028115951,1.009525166,-0.595836554,-0.25062079,0.551337309,0.43292511,0.89,0
3260,-1.885223142,-2.150273564,1.137015883,-1.313909018,-0.268744338,0.819316615,-1.443920585,1.181812665,0.01503338,-0.463981493,-1.19620729,-1.366495064,-2.640651767,-0.214225947,-1.944908807,1.301634401,0.45302498,-0.398551039,0.63878339,0.424722802,0.451378375,0.532573322,-0.085715842,-1.32508167,0.441566953,-0.059595102,-0.103596585,-0.29191459,144.9,0
3260,-0.352263469,0.473138249,1.783157067,0.506883346,0.217637779,0.537071054,0.414640719,0.149621246,-0.115135798,-0.031959105,0.64654771,-0.379266925,-2.062916866,0.292083012,-0.040793038,-0.768544323,0.339644041,-0.044519371,1.445834665,0.039725958,-0.152318984,-0.193990378,-0.18815701,-0.308621723,-0.235515595,0.400571587,-0.078902121,-0.135070379,11.39,0
3261,1.232650576,0.506693121,-0.125640224,1.050845597,0.291365547,-0.70523722,0.528232307,-0.261472355,-0.400285246,-0.021858212,-0.007647267,0.714722311,0.753547508,0.437827676,0.848758393,-0.545914757,-0.078452041,-0.91453579,-0.61704383,-0.135354766,0.040070803,0.244230393,-0.125819595,0.116386508,0.805762448,-0.269444513,0.013464191,0.00937387,2.49,0
3261,-2.823313444,1.347442287,-0.024642831,-0.361939358,0.158339885,-0.146902665,0.218463699,0.530569519,0.892515785,1.366004281,-1.194430355,-0.644515323,-0.665424639,0.063204266,1.442425556,0.311456942,-0.39834406,-0.447441267,0.012151701,-0.062643128,-0.668460605,-0.719373914,0.486032897,-0.982478353,0.243145923,0.174897052,0.400920302,-0.314375885,26.99,0
3263,-0.104979197,0.326376392,0.20802233,-1.892027248,0.237738319,-1.023539318,0.68044352,-0.20941812,-1.704675946,0.533232726,0.99411114,0.219665334,0.838209683,-0.024492454,-1.180381542,1.137233583,-0.356103016,-1.00060873,0.34105085,0.226259455,0.380916791,1.103478731,-0.058096981,0.060991719,-0.585919818,-0.424593258,0.424715977,0.268164165,25,0
3264,-0.756523433,0.237516597,2.16989395,-0.435098144,-0.084048995,0.19939504,0.640757831,0.015078647,0.59266412,-0.783449293,-1.953125568,-1.282905831,-1.800752293,-0.367757942,-0.213920138,0.392912545,-0.638096417,0.409187531,-0.238267982,0.032163913,0.022519204,0.16454862,-0.379824431,-0.454840503,0.554013932,0.453667492,-0.178563345,-0.170493237,69.99,0
3265,-0.968115284,0.83663759,1.833720364,1.235145328,0.001275649,0.339720285,0.497400276,0.205294062,-0.470866017,0.008862817,1.062217632,0.055315401,-1.763340241,0.466801136,-0.207421984,-1.020568917,0.572438177,-0.082091774,1.062104427,-0.13136373,0.021659935,0.125290631,-0.273621578,0.203862383,0.326569786,-0.179649391,-0.159637041,0.080837847,35.76,0
3266,-0.408539267,0.872983402,1.104450203,-0.159860538,0.245604794,-0.044541424,0.396384768,0.347067608,-0.331949216,-0.329304324,1.071300275,-0.485853305,-1.943553769,0.177079071,0.690457581,0.47719218,0.031706,0.262912851,-0.023199587,-0.020702035,-0.227948538,-0.687874869,-0.009067172,-0.414917409,-0.287026787,0.111157837,0.243964526,0.077187996,5.49,0
3270,1.218554575,0.15961244,0.476889531,0.548340922,-0.506667918,-0.993379157,0.092088147,-0.221255879,0.037136174,-0.095136462,-0.182276416,0.437632233,0.453988297,0.211583354,1.030156997,0.306590638,-0.417062648,-0.577699846,-0.093923045,-0.029577249,-0.245539327,-0.760566429,0.119124117,0.403762985,0.190454689,0.196616425,-0.040923262,0.022004414,25.99,0
3271,-2.843698406,1.554154823,1.31101963,-3.187123623,0.187408334,0.149118814,1.490768861,-2.150566365,2.200120138,5.6045495,1.887187878,-0.678009153,-0.619471651,-2.540963571,0.391766405,-1.802614384,-1.430553672,0.4189604,-1.351021717,0.526653437,-0.845885704,-1.303927165,0.050361026,-0.380075986,-0.833813213,0.454800842,-3.256365332,-1.374070334,17,0
3273,-1.321779796,-0.900294901,1.764512597,-0.69412655,-1.59563207,0.503268642,1.358064589,0.168835863,0.297933219,-1.306419888,0.58258006,0.71570342,-0.477523569,-0.390046815,-1.629525744,0.33497892,-0.387752863,0.150816463,0.082781098,0.781870869,0.157661897,-0.14387191,0.872110144,0.333699485,-0.269813656,0.726995727,-0.094103073,0.138276753,406.82,0
3273,0.756562893,-0.727500992,1.515263322,1.133499909,-0.552605443,2.498905038,-1.335043841,0.969528333,1.030907148,-0.290884876,1.661466574,1.397837903,-0.331570746,-0.273652941,0.616321575,-0.837757423,0.674183124,-1.05456587,-1.665597376,-0.125858514,0.386330389,1.340209799,-0.057002324,-0.974991699,0.092039166,-0.085626871,0.151272469,0.029697971,80.18,0
3274,-0.468307438,0.511771136,1.459097336,0.419291229,0.23376426,-0.972150611,0.480463862,-0.159531564,-0.609091998,-0.305896325,-0.315429672,0.331297914,0.923895505,0.058799637,1.028808895,-0.165838092,-0.182002775,-0.167742873,0.626596648,0.231244245,0.110011041,0.24608794,0.047322536,0.451360709,-0.52228516,0.401501913,0.106019061,0.16736505,26.8,0
3275,1.06316179,0.135568532,1.378938255,2.469649574,-0.411194303,1.129312498,-0.760258886,0.484211465,-0.097529138,0.625233267,0.634418942,0.716235194,-0.225044508,-0.16622938,-0.703769539,0.630785013,-0.494626764,-0.020207647,-0.785631309,-0.187787995,-0.031370519,0.054218469,0.025104663,-0.312632048,0.231421335,-0.010270209,0.053757106,0.018350664,0,0
3275,0.754325778,-1.268479533,0.335702451,-0.106730275,-0.626858373,1.152635707,-0.607400535,0.373445299,0.953526541,-0.362364533,0.043261132,0.584805084,-0.191886363,-0.162470413,0.019727957,0.496319034,-0.487417937,0.181503115,0.578113515,0.42349719,0.017591569,-0.321937724,-0.290982327,-1.190303591,0.079270167,1.058225503,-0.071698291,0.030950883,250.81,0
3275,1.176398319,0.434544715,0.754312218,2.103874783,0.170787992,0.747640827,-0.294401462,0.17318426,-0.805494375,0.777305066,0.324152209,0.898743069,1.507013068,-0.062926804,0.061302336,1.514198271,-1.527344962,0.634732894,-0.410463024,0.010505667,-0.082013588,-0.280014044,-0.07960836,-0.84403166,0.364153229,-0.097143859,0.019091576,0.018403439,14.05,0
3276,0.161685204,1.09251699,0.6118081,1.186926262,0.099792222,0.228610398,-0.130080763,-1.797562627,-0.499606023,0.094960841,-0.897389657,0.616629798,1.6063505,0.152803093,1.25337307,-0.024011098,-0.407362386,0.189931745,0.672437528,-0.177931195,1.5755813,-0.251976107,-0.283132074,-0.414757396,1.023022754,-0.047064259,0.256292702,0.22839228,29.99,0
3277,-0.211483761,0.802948209,0.707026341,-0.451291971,1.105654958,0.595968513,0.63282188,0.142604123,-0.806150211,-0.326137241,0.387635647,0.883517173,1.274068546,0.156589739,0.154646161,0.332703733,-0.915164538,0.03214921,0.463422593,0.04178854,-0.047332142,-0.104761265,-0.089443315,-1.313076007,-0.676706244,0.11454248,0.153265617,0.157343503,7.81,0
3278,-1.688815425,-5.066327846,-0.954289131,3.065914455,-0.292321849,5.750702841,0.091896936,1.079968258,0.860950741,-0.371520962,-1.416937298,0.353790693,0.074249614,-0.810225161,-1.532229905,0.629414969,-0.369225895,0.659691232,-0.634045205,2.883083719,0.883823582,-0.405049689,-1.421972104,1.132342138,0.099632045,0.111828394,-0.176446721,0.284280807,1447.71,0
3278,1.016121465,-0.647389113,0.981149907,0.858029209,-1.250197318,-0.230368146,-0.497533484,-0.029429665,-0.771673525,0.63313496,-0.059565612,0.727880625,0.981106641,-0.279333512,0.345454219,-1.925313671,0.384994446,0.519010302,-1.667091618,-0.33350606,-0.244319995,-0.254547842,0.017089141,0.591395523,0.290489132,-0.352612524,0.073595692,0.056247148,112.63,0
3283,-0.317367248,0.256324924,1.634108998,-0.416739537,-0.744443549,0.669943315,-0.820399804,-1.526204786,-0.619528138,0.089157421,-1.787543535,0.161032429,0.878197344,-0.566702129,-0.524199356,-1.119643499,-0.373269972,1.500996785,-1.387021093,-0.803982454,1.150810981,-0.96870317,-0.459418028,-0.458206933,1.727062745,-0.114665069,0.189558426,0.146292093,40,0
3283,-1.027202972,1.137564495,0.935793276,0.920020707,0.017992991,-0.847602941,0.611478614,-0.088842882,-0.464737262,0.110258138,-0.540975294,-0.01928536,0.144131784,0.33144294,1.041426528,-0.309422957,-0.152457129,0.089173514,0.447488261,-0.114849113,0.184914905,0.517500737,-0.119131054,0.407299406,-0.280046574,-0.399885224,-0.539022337,-0.054340429,17.88,0
3287,1.036068887,0.119053144,0.47916883,1.106198903,-0.151750621,-0.022830093,0.012272023,0.070672312,-0.338688153,0.132762261,1.632201332,1.259991216,0.477676166,0.445939933,0.503076548,0.129977747,-0.501618582,-0.184864931,-0.515046506,-0.017559054,0.043906931,0.045917122,-0.035810701,0.010588262,0.396700401,-0.443267156,0.028958687,0.023838751,58.2,0
3289,-1.032195404,0.431642678,2.107534128,2.946650811,0.659489914,-0.45367333,-0.022002927,0.225260235,-1.688528407,0.878790383,1.059229692,-0.577232202,-1.501378434,0.8557418,0.747526024,0.044194587,-0.024098063,0.864419355,1.002609697,0.30212432,0.304051073,0.522468053,-0.17171856,0.518009976,0.27448051,0.405458492,0.026009318,0.087196701,18.2,0
3291,0.659029732,1.453190365,-1.861265726,1.739451978,0.905965491,-1.861397659,1.058626715,-0.289923823,-0.354459125,-1.223505231,0.71354846,-0.66892313,-0.209936007,-3.510134862,1.093579257,0.846890167,2.825332098,1.53978324,-0.423806564,0.225239893,-0.111169549,-0.177984742,0.214397816,0.031837196,-0.437862834,-0.402575884,0.236956311,0.020191178,49.99,0
3293,-1.147557141,0.772270435,1.555552723,0.27156786,-0.512479211,-0.594032819,0.367873178,0.452965496,-0.286738442,-0.988345655,-1.175600826,-0.417461406,-1.312635911,0.414236021,-0.246763688,-0.226393648,0.335251114,-0.311520845,0.463769454,-0.059811777,-0.109681179,-0.525240598,-0.103751307,0.383125487,0.364535726,0.305424148,-0.130386366,-0.025403158,53.92,0
3293,-0.741054718,0.649150376,2.460715824,0.119859961,-0.374155231,0.290646746,0.029196934,0.321871838,0.300422023,-0.609976151,-0.594706524,0.405114777,0.353576157,-0.583826213,0.218554268,-0.290657669,0.11836004,-0.554220688,-0.216113367,0.13576028,-0.02139888,0.243337006,-0.127186913,0.127228403,-0.124906843,0.340986737,0.355185217,0.169849359,11.5,0
3298,-1.864707638,-0.724765972,2.435963387,0.734872232,0.934271222,-0.298394573,-0.111805997,0.115256389,0.851772777,-0.524840148,-1.297171562,-0.76253217,-2.361493969,-0.366856279,-0.92981012,-0.627439037,0.227796016,-0.600206719,-0.670580433,-0.445433898,-0.16232749,-0.03336711,-0.526249783,0.082912581,0.495219371,-0.362529793,-0.019356805,-0.241960361,72,0
3298,-1.668673684,-0.431956744,1.899315136,1.222151486,1.898674244,-0.870353861,-0.275363042,0.248827232,-1.22659366,-0.086648085,1.718956282,1.193779144,0.652461265,0.57667111,0.801606618,-0.551625053,0.037000775,-0.393940428,1.041486021,0.535242077,-0.190901947,-1.060479331,0.276609913,-0.044444036,0.036401414,-0.661407942,0.038030355,0.106573399,12.48,0
3299,1.044067591,-0.223858999,1.183272888,1.19239523,-0.654177701,0.966982993,-0.934663366,0.587054838,0.695467214,0.050208121,1.160928386,0.328826561,-1.657574215,0.314488344,0.565935344,-0.034772341,-0.016392611,-0.010935316,-0.907463073,-0.300466472,0.209899431,0.745236895,-0.016586585,-0.302821884,0.275162417,-0.194983106,0.087402918,0.014751884,1,0
3304,-1.104761154,0.985432582,2.792014474,1.530765601,-1.120049562,0.733928659,-0.675498966,0.888994998,0.287414261,-0.635559955,-0.709642028,0.77517585,0.368539177,-0.535405755,-0.033499545,-0.909401745,0.924249101,-0.317432275,0.549802739,0.088461874,0.099014491,0.668373375,-0.217540992,0.443090334,0.257279326,-0.05967164,0.300432456,0.092505798,5,0
3305,-2.277046654,-2.244522536,-0.103812175,-1.246936789,2.243659533,2.933844694,-1.824447191,1.403082664,-1.203824791,0.468926835,-0.28689836,-0.925209848,0.576792555,-0.115508001,1.694139397,1.519257013,0.016069918,-0.019130024,1.882806507,0.008402226,0.368296112,1.273383032,1.570268684,1.026067248,0.178967414,0.092534482,0.204970653,-0.123572126,36,0
3307,0.223903746,-2.026032112,0.565840085,0.523064172,-1.622007454,0.158617229,-0.190473336,0.115689541,1.19406487,-0.629945378,-0.602155085,-0.013472209,-0.945344106,-0.094370496,0.728459416,-0.015199726,0.280214937,-0.606094188,-0.275983187,0.835828952,0.194726294,-0.380444913,-0.32979429,0.15834722,-0.177578449,0.97078156,-0.117544621,0.096278555,500,0
3307,0.931540672,-0.67590546,1.1493475,0.359354235,-1.196285846,-0.047082459,-0.5074104,0.084866027,1.015977596,-0.577351864,-0.108792257,1.30321898,0.91144903,-0.68007015,-0.170807247,-0.540610258,0.488782626,-1.294840523,-0.058279319,0.169061647,-0.106037546,-0.214125917,0.040063991,0.507252534,0.012507587,0.937052402,-0.031180186,0.035641085,119.44,0
3307,1.284640746,0.710002984,-0.295075146,2.261763172,0.676592752,-0.281386744,0.557826107,-0.22472763,-0.996902566,0.733869136,-1.391555761,-0.414099526,0.183910339,0.45292597,0.27265422,0.610487772,-0.832173723,-0.189514727,-0.523936136,-0.117191646,-0.074203746,-0.241483387,-0.230494697,-0.572787626,0.858783205,0.127423009,-0.041997419,0.001608349,9.83,0
3307,-1.127686838,0.409139507,1.882322308,-0.14012888,0.169927503,-0.723562357,0.387663977,0.091417954,-0.575534671,-0.283850644,1.055048047,-0.261291128,-1.641378222,0.66258265,0.437437524,0.46158197,-0.502327066,0.327132374,0.488750511,-0.132823486,-0.174991406,-0.728768699,-0.16278513,0.303439677,0.000712905,0.212191691,-0.093469799,0.043961911,39.98,0
3308,1.152126936,-1.459707718,-0.875835497,-1.358419081,0.989486761,3.882262488,-1.299857413,0.937781176,-0.090288612,0.37432021,-0.689961138,-0.368479209,-0.044608404,-0.707004317,-0.97783604,0.714937851,0.39660173,-1.198452378,1.377641723,0.435485445,0.09847835,0.073265258,-0.268107358,1.070356404,0.749443075,-0.090465774,0.01623878,0.032028331,145.2,0
3308,-0.45181907,0.504921369,-0.277615165,-0.742055447,1.967436078,3.661364894,-0.282521239,0.900743529,-1.586442402,1.264282837,-0.478475216,-0.639471706,0.312555116,0.188297224,1.293176774,-1.53962442,-0.368110297,1.997937945,0.191018449,0.03191839,-0.30517547,-0.306675194,-0.122078632,0.966854369,-0.023737373,-0.178578081,0.555883022,0.283349429,28.03,0
3310,-2.175924581,1.563006288,-0.040989494,1.437588266,-1.136694144,-0.19503863,-0.557377275,1.526232517,-0.008817188,-0.105407608,-1.458950237,-0.736786774,-2.574109192,1.356356773,0.452972593,-0.732170737,1.26188752,-0.27386591,0.664394849,-0.121299782,-0.013429251,-0.053242222,-0.009726951,0.030903951,-0.019045502,-0.201243313,0.31015909,0.036014188,41.47,0
3310,-0.693395804,1.311531395,0.698979914,-0.006160954,0.019774135,-0.741635095,0.356742671,0.374112515,-0.567895004,-0.746211367,-0.79247786,0.054627156,0.555617032,-0.196972772,0.86636797,0.649505213,-0.033603297,0.044853561,0.102176654,0.07161717,-0.244306108,-0.782063018,-0.012723909,-0.19783603,-0.052980697,0.105908168,0.11995097,0.022422611,10.99,0
3313,-0.74749963,0.875948212,0.899910243,0.75899149,-0.073711594,0.709405122,0.280594419,0.661267894,-0.473422972,-0.53823517,-0.46486022,0.179424312,-0.685534586,0.510398369,-0.599752146,0.044064403,-0.274318278,0.758104494,1.594001707,0.032029463,-0.100710358,-0.429357888,-0.032735378,-0.870354867,-0.035884788,-0.432010061,0.007825965,0.062260891,76.98,0
3316,-0.358519432,0.650342558,1.082354176,-2.026716315,0.09741975,-1.52265002,1.115723875,-0.394219354,0.963630746,-1.124557967,-0.491165202,-0.232769378,-1.072649502,0.249989271,0.977907974,-0.53954153,-0.523022079,0.148912853,-0.093858129,-0.024649743,0.050296775,0.483723345,-0.286299852,0.36221273,0.044768805,-0.836286902,0.233261321,-0.015567523,1,0
3316,-1.174683711,0.702097814,1.607939194,-2.121090131,0.673510746,-1.585232623,1.206688319,-0.705893569,0.967932755,-0.637076616,-0.006270803,0.562199222,0.615241562,-0.423111948,1.0043179,-0.734461611,-0.674740075,-0.135194554,-0.01557705,0.204851169,-0.103881219,0.365500488,-0.653012499,0.423473107,0.869055916,-0.733571799,0.027933217,-0.297790066,1,0
3317,1.280206486,0.028407583,0.24028825,0.443553128,-0.457380007,-0.775428927,-0.091535462,-0.057903027,0.418132416,-0.02051932,-1.016323837,-0.938018449,-1.739408515,0.631917193,1.31382412,0.556319955,-0.468063894,-0.139349339,0.113763513,-0.189885261,-0.313298808,-1.030058775,0.097156712,-0.172289886,0.184950279,0.237357615,-0.053594235,0.009366651,11.28,0
3321,-0.566629789,0.559602944,1.699295538,0.255935751,-0.907040706,0.435084706,-0.433407154,0.801712863,-0.025519632,-0.71358166,1.124829374,1.422611756,0.380950427,-0.059206796,-0.630491635,0.040988023,0.043136826,-0.103726799,-0.126343358,-0.123331651,0.166786057,0.491868236,0.181199862,0.257685814,-0.61964224,0.208197453,-0.049189217,-0.022371439,39.8,0
3322,1.328294318,-0.123020968,-0.105496864,-0.577429632,0.160610508,0.314034435,-0.273202914,0.044870173,0.137729045,-0.071791556,0.055484173,0.74332965,1.104986195,0.076662279,0.597197027,1.073491434,-1.28545446,0.551429205,0.958552126,0.086323553,-0.17647857,-0.526557219,-0.153552254,-1.31492658,0.337133801,0.989665049,-0.075257555,-0.013531319,19.99,0
3322,1.26340649,0.109767773,-0.128440035,1.016843183,0.302918995,0.422602858,-0.048695224,0.130475582,0.265353793,0.117799759,-0.428557779,0.204611867,-0.862297227,0.33218638,-0.848853031,0.203779436,-0.707623668,0.519391678,0.798953516,-0.165539105,-0.178495562,-0.380626355,-0.260155701,-1.04726891,0.857085799,-0.271820442,0.012324077,-0.006898841,6.57,0
3325,-0.673670789,1.173671443,0.540742163,0.962136604,0.315331475,0.612877302,0.155331737,0.677579685,-0.495234534,-0.091059317,-0.657748331,0.00707766,-0.794076786,0.594884601,-0.578741199,-0.171805579,-0.17407884,0.854404944,1.883156929,0.069738747,-0.06367174,-0.065664543,-0.2890517,-1.043671192,0.129059984,-0.180949638,0.276101315,0.114548995,14.22,0
3325,1.147313952,0.593218527,-0.369618557,1.401881111,0.404938097,-0.304405753,0.234177164,0.023646998,-0.310513146,-0.492462799,1.769352901,0.952790548,-0.036875017,-1.07409779,-0.33889084,-0.007934684,1.048533817,0.224730187,-0.420975381,-0.131581882,-0.035500622,0.092021059,-0.155324497,-0.086113922,0.747683704,-0.248201734,0.042138484,0.033012686,1,0
3327,-0.93099648,1.069356334,2.14240668,1.472135398,1.107145298,1.98569749,0.352753941,0.791391117,-1.650712854,0.102575136,1.886809675,0.202654852,-1.023213696,0.672347308,0.895559273,-0.392428053,0.416239466,-1.632669669,-1.923962797,-0.212178776,-0.029126869,-0.167141837,-0.023718204,-1.088907724,-0.21318318,-0.119795865,0.092808267,0.051188455,5.47,0
3327,-0.464186437,1.180212153,-0.421819686,1.544291995,-0.016565901,-0.022721966,0.691645041,0.515604661,-0.842902644,-0.617214734,1.536964209,0.826200801,0.087516463,-0.831829713,-0.139978649,-0.291829854,1.506723824,0.573031251,0.481659802,0.286172508,0.161306575,0.469273981,0.271648647,-0.104032574,-0.323628533,-0.24609712,0.228266977,0.091372265,126.21,0
3328,1.283392431,-0.6826372,0.017345398,-0.854738629,-0.616824432,-0.190201542,-0.537491196,0.03985858,-1.056325457,0.779962031,1.276021381,-0.25896254,-0.449028848,0.258620219,0.298708055,1.02198743,0.233649406,-1.156665596,0.564680507,0.105731299,0.288281241,0.648086497,-0.166503204,-0.274018358,0.537940623,-0.086809197,-0.005244755,-0.000362095,52.39,0
3329,0.822981152,-0.628201149,1.513270326,1.240033258,-0.590799452,2.1659142,-1.238120952,0.816303031,1.272169532,-0.457856956,-0.015707462,0.77988748,-0.115775542,-0.499364119,1.299902712,-1.042091735,0.916826864,-1.568960316,-1.951762982,-0.15367401,0.328799959,1.245852578,-0.036303999,-0.934066674,0.130989628,-0.06658255,0.158350749,0.037898154,68.02,0
3330,-0.377907875,0.987532975,2.611292871,2.112210159,-0.233903368,0.268530366,0.120812724,0.186925316,-0.607593847,0.037725513,-0.92223528,0.445035101,1.061129213,-0.744592367,-0.633870076,0.478606933,-0.462539614,-0.170269371,-0.709438999,-0.034332638,0.000291723,0.15722027,-0.12267652,0.410429718,-0.105495751,-0.087761309,0.075479109,0.044619141,0,0
3331,-0.874194339,1.92606025,1.110996341,2.797583151,-0.009142607,-0.249442332,1.038403289,0.100068437,-2.278327693,0.435734433,-0.455606355,0.154863058,1.191832576,0.584441654,0.854252177,-0.338989222,0.277981632,-0.220480751,0.953099649,0.095849787,0.115357006,0.22208923,-0.262531982,0.445411053,0.489964565,0.340090968,-0.178396688,-0.005791004,67.46,0
3333,1.162543913,1.253520664,-1.579761303,1.474265352,1.144614238,-1.018773801,0.642915625,-0.140647826,-0.815923937,-1.446008723,2.858662009,0.664186388,0.456655232,-3.292790503,0.545862036,0.907387999,2.694397137,1.294488142,-0.910578815,-0.012609981,-0.123286278,-0.221449292,-0.199914944,-0.287876707,0.778615122,-0.284169371,0.057217994,0.084835271,0.89,0
3335,1.13070376,0.407508185,0.345807064,1.507223808,-0.238260175,-0.471463989,-0.042480628,0.027188901,0.410360373,-0.70076867,0.156140034,0.470577339,-0.226830655,-1.216937133,0.179990021,-0.28915469,1.264537982,-0.570695234,-0.610172105,-0.171915139,-0.275983277,-0.557393517,0.083585567,0.289661366,0.407430024,-0.51575678,0.070959868,0.05277976,1.92,0
3337,1.248759405,0.306506356,0.291629377,0.701385351,-0.420039971,-1.08391461,0.057846218,-0.176478,0.107576651,-0.269743622,-0.150958452,-0.030108241,-0.272293467,-0.187380534,1.149130955,0.502361467,0.023412456,-0.237291298,-0.196292622,-0.105179716,-0.291084142,-0.872694054,0.13209827,0.331902228,0.197833008,0.095679494,-0.02703352,0.030398344,5.49,0
3340,0.25549877,-1.389873516,-0.139455587,1.852816479,-0.910543911,-0.49737491,0.730729158,-0.223899088,0.39038563,-0.280179124,-0.923606055,-0.075465616,-1.039443994,0.351152602,-0.172475351,-0.318150375,0.057997351,-0.30380873,-0.15992241,0.779588822,0.157385195,-0.51392245,-0.513426196,0.403777461,0.520762241,-0.3916597,-0.076323079,0.103045288,501,0
3341,-0.28674052,1.176354657,2.505873193,2.804535915,0.038570811,1.078102504,0.011574547,0.202090803,-0.96227889,0.397317827,-1.403748718,0.413334741,2.021570353,-0.801690602,0.301598459,0.033034948,-0.179393227,0.232101342,1.281766633,0.261035555,-0.030998662,0.194468904,-0.277250706,-0.399435521,-0.13705052,0.232842805,0.182047595,0.129298053,0,0
3342,-0.445046642,1.089703644,0.967707298,0.917222308,0.549493651,-0.794124452,0.961970679,-0.188032008,-0.827695907,-0.100080116,-0.021753678,-0.046654245,-0.323854163,0.589542414,1.044956282,-0.980997211,0.332542674,-0.636168397,0.076916561,-0.080837997,0.199588603,0.595904054,-0.116816858,0.418544731,-0.224002647,-0.305301855,0.022309364,0.174876944,1,0
3343,-0.683930044,0.81891251,2.781841723,2.80414128,-0.14837086,0.994182965,-0.098565136,0.35251825,-1.313796207,0.574031618,0.716531492,0.65694433,1.043899339,-0.2931787,0.16582409,0.287764661,-0.328250509,0.961914373,1.189714966,0.377004452,0.247451873,0.73020317,-0.24804827,0.062965897,0.158576514,0.389213637,0.107320123,0.093179069,43.42,0
3345,1.123958165,-0.160378867,-0.016552963,0.981919987,0.135180482,0.728154644,-0.250356872,0.360938984,0.423963962,0.13282712,-0.154058155,-0.57308117,-2.480535992,0.781621041,0.10000566,0.251510823,-0.458982668,0.275462762,0.249073255,-0.215148628,-0.21179216,-0.70464591,-0.111868409,-1.240002468,0.477677725,-0.408395428,0.014923815,0.001988787,46.9,0
3345,-0.475330334,0.951232663,1.657132854,-0.09207419,-0.168858637,-0.703555337,0.570036758,0.101158949,-0.579030881,-0.127106641,1.380078519,0.388305722,-0.686576618,0.470224435,0.198413454,0.363596382,-0.535600372,0.150399273,0.230036056,0.067461375,-0.168517053,-0.493822373,0.002452494,0.499784156,-0.270845362,0.043058831,0.257166277,0.111780468,4.49,0
3345,-1.117517491,0.5817667,2.619357276,0.022408759,-0.459887655,0.087052049,0.383053053,0.083236374,-0.013164199,-0.785490469,-0.865989252,0.120386705,0.947481139,-0.520384609,1.009466516,0.975714391,-1.150809516,0.73268082,-1.08770532,0.000352661,0.307051945,0.828163535,-0.336018242,0.058925568,0.457099512,-0.320490434,-0.021850825,0.105711719,91.87,0
3347,1.121021298,0.042345528,0.631917938,0.71965046,-0.327944234,-0.014515524,-0.120312131,0.075783949,0.032513144,-0.101506679,1.613346854,1.856507077,0.838074964,-0.032662639,-0.785655724,-0.485612327,0.076580649,-0.857957073,0.06374171,-0.070916214,-0.124047999,-0.139909915,0.03759898,0.284118887,0.3558266,0.264954119,-0.003790718,0.004508537,12.61,0
3352,-0.749016145,1.129085939,0.533418125,0.872294777,2.635754372,-0.602326345,-1.338939593,-0.685008662,-0.610478834,-0.29620165,-0.991517362,-0.907271816,-0.397940939,-0.808313834,2.180255243,-0.211177392,1.441923611,0.446115079,1.627575927,-0.086052182,0.632140088,-0.980442313,-3.109411261,-1.281696538,-0.279016193,0.714328286,0.233898895,0.17528513,0.76,0
3360,-1.0773767,-1.461145431,0.686047565,-2.289464012,1.00157682,-0.391784905,-1.157679723,0.317102448,-2.370499249,0.401997341,0.519941588,-0.988629471,0.547456561,-1.849523925,-0.103825869,0.572971796,0.923597717,1.506984753,-0.814049163,0.077904946,0.139591051,0.389448418,-0.029440349,-1.290283865,-0.081583126,-0.139926835,0.125373426,0.173440041,39.2,0
3364,1.011396843,-1.051252177,0.583730522,-1.804066463,-1.539547927,-1.06671378,-0.434496849,-0.124734009,2.449032611,-1.699264641,-0.302277215,0.979276695,-0.016098852,-0.10062059,1.687918925,-0.814916362,-0.000463133,0.312229557,1.035455922,0.182041014,0.098054528,0.265100878,-0.19371279,0.416657147,0.505874781,-0.795740814,0.079202718,0.058382281,143.8,0
3366,-3.093396946,-2.158821822,2.030141809,-0.027274987,-0.583834476,-0.109681057,-0.769628362,0.80445909,-1.132187922,0.061263782,0.861470913,0.062322824,-0.473681724,0.185850421,0.45026566,-0.349970867,-0.572975996,2.231053653,-2.257564221,-0.929389185,-0.01654326,0.656401789,1.615814633,0.137299645,0.244851234,-0.336767647,0.201793852,-0.180205902,171.25,0
3367,-0.89152696,-0.606563843,0.621851156,-2.809062554,1.528988305,3.620210576,-0.257826484,0.969077357,-1.375812712,-0.230499117,-0.244295177,-1.079893146,0.150303811,-0.353810442,0.619402641,1.899855138,-0.593450668,-0.599042093,0.289347462,0.567603447,0.214765989,-0.004231484,0.061018217,0.979913701,0.50072265,-0.366263313,-0.004006527,0.074843997,144.25,0
